dwpf,relh,drct,sknt,alti,mslp,vsby,temp_c
35.0,30.68,250.0,4.0,29.89,1011.4,10.0,19.444444444444443
38.0,28.94,150.0,3.0,29.74,1006.1,10.0,22.22222222222222
36.0,28.63,210.0,3.0,29.6,1001.4,10.0,21.11111111111111
40.0,35.79,170.0,5.0,29.64,1002.8,10.0,20.0
44.0,41.98,160.0,8.0,30.01,1015.4,10.0,20.0
39.2,34.8,160.0,8.0,29.91,1015.4,10.0,20.0
35.0,30.68,0.0,0.0,29.84,1009.8,10.0,19.444444444444443
32.0,31.17,0.0,0.0,29.9,1011.8,10.0,17.22222222222222
31.0,26.81,180.0,6.0,29.89,1011.3,10.0,18.88888888888889
32.0,31.17,130.0,4.0,29.87,1010.8,10.0,17.22222222222222
42.0,44.64,260.0,9.0,30.05,1017.1,10.0,17.77777777777778
39.0,35.87,0.0,0.0,30.04,1016.4,10.0,19.444444444444443
33.0,23.86,250.0,4.0,29.95,1013.2,10.0,22.22222222222222
31.0,19.15,250.0,8.0,29.96,1013.4,10.0,24.444444444444443
24.0,14.89,90.0,8.0,29.94,1012.6,10.0,23.88888888888889
27.0,16.29,120.0,6.0,29.95,1013.0,10.0,24.444444444444443
29.0,17.04,140.0,6.0,29.87,1010.4,10.0,25.0
27.0,16.78,0.0,0.0,29.86,1010.0,10.0,23.88888888888889
34.0,23.14,0.0,0.0,29.83,1009.2,10.0,23.333333333333332
33.0,23.01,280.0,4.0,29.77,1007.2,10.0,22.77777777777778
44.0,50.03,250.0,11.0,29.9,1011.8,10.0,17.22222222222222
37.0,40.86,260.0,11.0,29.9,1011.9,10.0,16.11111111111111
20.0,20.27,290.0,3.0,30.18,1021.5,10.0,16.11111111111111
25.0,20.36,0.0,0.0,30.07,1017.5,10.0,19.444444444444443
30.0,21.74,290.0,10.0,29.96,1013.7,10.0,21.666666666666668
30.0,22.55,280.0,13.0,29.97,1014.1,10.0,21.11111111111111
29.0,20.8,180.0,12.0,29.63,1002.3,10.0,21.666666666666668
28.0,20.8,170.0,11.0,29.61,1001.8,10.0,21.11111111111111
46.0,48.47,0.0,0.0,30.06,1017.2,10.0,18.88888888888889
39.0,29.1,170.0,11.0,29.91,1012.0,10.0,22.77777777777778
40.0,31.26,0.0,0.0,29.91,1011.8,10.0,22.22222222222222
37.0,28.79,320.0,3.0,29.88,1010.7,10.0,21.666666666666668
26.6,19.72,310.0,3.0,29.9,1010.7,10.0,21.0
40.0,26.4,180.0,5.0,29.72,1005.3,10.0,25.0
39.2,28.96,220.0,5.0,29.7,1005.3,10.0,23.000000000000004
46.0,66.65,220.0,4.0,30.04,1016.9,10.0,13.88888888888889
45.0,61.93,160.0,3.0,30.02,1016.2,10.0,14.444444444444445
32.0,34.51,230.0,10.0,29.81,1008.7,10.0,15.555555555555555
26.6,25.32,280.0,9.0,30.06,1008.7,10.0,17.0
33.0,27.31,0.0,0.0,30.01,1015.5,10.0,20.0
32.0,22.85,260.0,5.0,29.81,1008.4,10.0,22.22222222222222
38.0,29.83,290.0,8.0,29.75,1006.5,10.0,21.666666666666668
28.4,17.7,70.0,4.0,30.14,1006.5,10.0,24.0
26.0,13.69,0.0,0.0,30.16,1020.1,10.0,26.666666666666668
28.0,12.69,0.0,0.0,29.91,1011.4,10.0,29.444444444444443
28.0,13.06,30.0,4.0,29.89,1010.8,10.0,28.88888888888889
29.0,15.41,270.0,10.0,29.73,1005.6,10.0,26.666666666666668
39.0,26.43,260.0,12.0,29.85,1009.5,10.0,24.444444444444443
13.0,8.63,220.0,3.0,30.07,1017.0,10.0,25.0
20.66,10.17,240.0,7.0,29.85,1009.4,10.0,27.9
24.0,13.06,270.0,6.0,29.8,1008.1,10.0,26.11111111111111
30.0,21.09,240.0,4.0,30.01,1015.1,10.0,22.22222222222222
30.0,17.81,240.0,3.0,29.93,1012.2,10.0,25.0
28.0,17.03,300.0,8.0,29.87,1010.3,10.0,24.444444444444443
4.0,6.15,330.0,6.0,30.08,1017.6,10.0,23.88888888888889
19.0,10.55,110.0,4.0,30.09,1017.7,10.0,26.11111111111111
20.0,9.64,0.0,0.0,29.85,1009.4,10.0,28.333333333333332
22.0,9.5,0.0,3.0,29.78,1006.9,10.0,30.0
15.0,7.08,300.0,10.0,29.72,1004.9,10.0,30.0
34.0,20.16,230.0,15.0,29.63,1002.2,10.0,25.555555555555557
19.0,14.26,0.0,0.0,30.0,1015.0,10.0,21.11111111111111
23.0,13.32,0.0,4.0,29.8,1007.8,10.0,25.0
27.0,12.93,280.0,8.0,29.81,1008.2,10.0,28.333333333333332
28.0,14.42,250.0,6.0,29.8,1007.9,10.0,27.22222222222222
0.0,4.62,270.0,17.0,29.94,1012.5,10.0,25.555555555555557
8.0,7.21,270.0,3.0,29.97,1013.7,10.0,24.444444444444443
14.0,6.99,100.0,5.0,29.78,1007.0,10.0,29.444444444444443
18.0,8.3,100.0,3.0,29.8,1007.5,10.0,29.444444444444443
22.0,9.18,190.0,9.0,29.88,1010.5,10.0,30.555555555555557
26.0,10.6,140.0,8.0,29.91,1011.3,10.0,31.11111111111111
16.0,7.11,350.0,4.0,29.84,1009.1,10.0,30.555555555555557
35.0,22.61,280.0,21.0,29.73,1005.4,10.0,24.444444444444443
29.0,14.44,210.0,4.0,29.86,1010.0,10.0,27.77777777777778
21.7,8.11,210.0,4.0,29.88,1010.3,10.0,32.611111111111114
21.7,8.11,0.0,4.0,29.88,1010.4,10.0,32.611111111111114
30.0,12.48,0.0,4.0,29.85,1009.4,10.0,31.11111111111111
20.66,6.57,200.0,6.0,29.81,1007.6,10.0,35.55555555555556
21.56,7.75,290.0,6.0,29.75,1005.8,10.0,33.333333333333336
44.6,22.27,280.0,7.0,29.75,1005.8,10.0,31.0
46.0,24.91,180.0,6.0,29.7,1004.2,10.0,30.0
29.0,25.68,0.0,0.0,29.72,1005.4,10.0,18.333333333333332
34.0,25.5,250.0,10.0,29.86,1010.2,10.0,21.666666666666668
38.0,22.1,280.0,12.0,29.92,1011.9,10.0,26.666666666666668
28.0,11.84,240.0,6.0,29.89,1010.8,10.0,30.555555555555557
26.6,9.74,240.0,6.0,29.77,1010.8,10.0,33.0
23.0,7.75,260.0,12.0,29.76,1005.9,10.0,34.44444444444444
25.0,9.21,280.0,14.0,29.76,1006.1,10.0,32.77777777777778
40.0,19.7,260.0,16.0,29.63,1001.6,10.0,30.0
14.0,10.72,260.0,6.0,29.69,1004.2,10.0,22.22222222222222
23.0,12.05,260.0,16.0,29.73,1005.2,10.0,26.666666666666668
23.0,12.05,270.0,22.0,29.71,1004.5,10.0,26.666666666666668
19.0,9.55,0.0,0.0,30.12,1018.7,10.0,27.77777777777778
16.0,6.28,280.0,7.0,29.84,1009.0,10.0,32.77777777777778
23.0,7.24,220.0,6.0,29.77,1006.3,10.0,35.55555555555556
15.0,5.52,240.0,14.0,29.73,1005.0,10.0,34.44444444444444
31.0,10.39,0.0,0.0,29.84,1008.7,10.0,35.0
29.0,9.27,270.0,9.0,29.75,1005.5,10.0,35.55555555555556
29.0,9.59,310.0,6.0,29.72,1004.7,10.0,35.0
10.0,4.83,260.0,16.0,29.72,1004.5,10.0,32.77777777777778
18.0,9.44,290.0,7.0,29.83,1008.9,10.0,27.22222222222222
24.0,12.24,280.0,11.0,29.85,1009.4,10.0,27.22222222222222
21.0,9.46,0.0,0.0,29.83,1008.6,10.0,29.444444444444443
22.0,8.1,270.0,9.0,29.83,1008.5,10.0,32.77777777777778
22.0,7.16,270.0,3.0,29.85,1009.0,10.0,35.0
24.0,7.58,170.0,6.0,29.82,1007.9,10.0,35.55555555555556
12.0,4.51,210.0,13.0,29.74,1005.2,10.0,35.55555555555556
8.0,4.3,190.0,12.0,29.75,1005.5,10.0,33.333333333333336
31.0,11.42,230.0,11.0,29.78,1006.7,10.0,33.333333333333336
29.0,8.73,210.0,8.0,29.76,1005.9,10.0,36.666666666666664
30.0,8.36,230.0,9.0,29.68,1003.0,10.0,38.333333333333336
25.0,7.66,250.0,13.0,29.62,1001.0,10.0,36.111111111111114
20.0,8.2,290.0,15.0,29.63,1001.6,10.0,31.11111111111111
9.0,6.78,290.0,5.0,29.85,1009.4,10.0,26.11111111111111
17.0,7.46,290.0,4.0,29.82,1008.3,10.0,30.555555555555557
17.0,6.02,190.0,6.0,29.77,1006.2,10.0,34.44444444444444
31.0,10.39,180.0,6.0,29.8,1007.1,10.0,35.0
40.0,13.98,260.0,12.0,29.75,1005.4,10.0,36.111111111111114
40.0,15.79,270.0,18.0,29.71,1004.3,10.0,33.888888888888886
18.0,5.69,320.0,7.0,29.78,1006.6,10.0,36.111111111111114
23.0,6.82,280.0,7.0,29.81,1007.5,10.0,36.666666666666664
23.0,6.82,270.0,9.0,29.79,1007.0,10.0,36.666666666666664
15.0,5.16,220.0,6.0,29.86,1009.2,10.0,35.55555555555556
32.0,9.62,20.0,7.0,29.76,1005.7,10.0,37.22222222222222
32.0,8.77,20.0,3.0,29.8,1006.9,10.0,38.888888888888886
30.0,6.97,260.0,11.0,29.78,1006.1,10.0,41.666666666666664
32.0,7.35,280.0,12.0,29.78,1006.2,10.0,42.22222222222222
33.0,7.68,250.0,10.0,29.74,1004.9,10.0,42.22222222222222
39.0,10.3,280.0,14.0,29.71,1003.6,10.0,41.111111111111114
37.0,9.79,270.0,13.0,29.75,1005.1,10.0,40.55555555555556
43.0,12.73,270.0,9.0,29.7,1003.6,10.0,40.0
44.0,14.98,270.0,18.0,29.62,1000.7,10.0,37.77777777777778
32.0,11.54,270.0,19.0,29.6,1000.4,10.0,33.888888888888886
41.0,16.47,260.0,13.0,29.9,1010.6,10.0,33.888888888888886
30.9,9.19,160.0,4.0,29.82,1007.8,10.0,37.22222222222222
30.0,7.88,200.0,8.0,29.71,1004.1,10.0,39.44444444444444
23.0,5.71,260.0,11.0,29.74,1004.8,10.0,40.0
23.0,5.71,140.0,4.0,29.78,1006.1,10.0,40.0
25.0,5.85,170.0,9.0,29.79,1006.6,10.0,41.111111111111114
22.0,5.45,170.0,6.0,29.72,1004.5,10.0,40.0
20.0,5.32,170.0,3.0,29.8,1006.9,10.0,38.888888888888886
21.0,5.42,180.0,12.0,29.84,1008.0,10.0,39.44444444444444
19.0,5.12,300.0,15.0,29.74,1004.9,10.0,38.888888888888886
16.0,3.76,270.0,6.0,29.78,1006.2,10.0,42.22222222222222
13.0,3.01,260.0,9.0,29.77,1005.7,10.0,43.888888888888886
14.0,3.26,300.0,9.0,29.72,1004.1,10.0,43.333333333333336
23.0,5.21,300.0,4.0,29.69,1003.2,10.0,41.666666666666664
27.0,6.15,220.0,5.0,29.66,1002.0,10.0,41.666666666666664
26.0,5.44,310.0,7.0,29.67,1002.4,10.0,43.333333333333336
43.0,11.33,60.0,8.0,29.7,1003.5,10.0,42.22222222222222
49.0,12.97,150.0,13.0,29.72,1004.0,10.0,43.888888888888886
49.0,12.97,120.0,8.0,29.7,1003.4,10.0,43.888888888888886
49.0,12.64,180.0,8.0,29.62,1000.5,10.0,44.44444444444444
34.0,7.28,260.0,14.0,29.53,997.6,10.0,43.888888888888886
40.0,12.39,270.0,12.0,29.64,1001.6,10.0,38.333333333333336
33.8,9.37,250.0,11.0,29.75,1001.6,10.0,39.0
37.0,9.79,250.0,7.0,29.67,1002.4,10.0,40.55555555555556
33.0,8.14,300.0,11.0,29.66,1002.2,10.0,41.111111111111114
46.4,11.74,180.0,7.0,29.73,1002.2,10.0,44.0
51.0,14.06,180.0,11.0,29.72,1003.8,10.0,43.888888888888886
54.0,17.09,280.0,12.0,29.71,1003.7,10.0,42.22222222222222
51.0,15.37,280.0,4.0,29.69,1003.0,10.0,42.22222222222222
54.0,17.54,250.0,11.0,29.73,1004.5,10.0,41.666666666666664
52.0,15.39,280.0,7.0,29.69,1003.1,10.0,42.77777777777778
53.6,15.35,280.0,6.0,29.8,1003.1,10.0,44.0
51.0,13.7,310.0,11.0,29.76,1005.3,10.0,44.44444444444444
53.0,14.73,290.0,12.0,29.74,1004.6,10.0,44.44444444444444
52.0,15.0,260.0,8.0,29.77,1005.8,10.0,43.333333333333336
57.0,18.5,250.0,8.0,29.76,1005.2,10.0,42.77777777777778
57.0,18.5,260.0,13.0,29.68,1002.7,10.0,42.77777777777778
56.0,17.79,250.0,8.0,29.67,1002.5,10.0,42.77777777777778
54.0,18.11,280.0,13.0,29.69,1003.2,10.0,41.111111111111114
57.2,20.48,280.0,6.0,29.68,1003.2,10.0,41.0
61.0,31.41,30.0,3.0,29.79,1006.7,10.0,35.55555555555556
58.0,21.47,30.0,4.0,29.71,1003.8,10.0,40.55555555555556
50.0,14.76,300.0,12.0,29.66,1002.1,10.0,42.22222222222222
51.0,15.37,300.0,3.0,29.66,1002.1,10.0,42.22222222222222
59.0,23.8,230.0,7.0,29.73,1004.5,10.0,39.44444444444444
64.0,29.22,230.0,4.0,29.84,1008.4,10.0,38.888888888888886
66.0,31.31,190.0,7.0,29.85,1008.7,10.0,38.888888888888886
65.0,35.12,220.0,5.0,29.84,1008.5,10.0,36.111111111111114
64.0,34.99,330.0,7.0,29.8,1007.0,10.0,35.55555555555556
62.0,43.23,280.0,8.0,29.86,1009.3,10.0,30.555555555555557
59.0,26.81,280.0,4.0,29.86,1009.0,10.0,37.22222222222222
51.0,16.29,180.0,3.0,29.83,1007.9,10.0,41.111111111111114
50.0,14.31,180.0,3.0,29.77,1005.6,10.0,42.77777777777778
45.0,11.53,0.0,0.0,29.72,1004.0,10.0,43.333333333333336
44.0,10.8,0.0,6.0,29.64,1001.4,10.0,43.888888888888886
47.0,13.96,0.0,4.0,29.68,1002.7,10.0,41.111111111111114
56.0,21.9,190.0,11.0,29.79,1006.5,10.0,38.888888888888886
47.0,15.28,360.0,6.0,29.75,1005.3,10.0,39.44444444444444
52.0,16.84,150.0,5.0,29.77,1005.8,10.0,41.111111111111114
54.0,17.09,180.0,7.0,29.77,1005.7,10.0,42.22222222222222
45.0,11.53,270.0,11.0,29.66,1002.0,10.0,43.333333333333336
34.0,7.51,250.0,9.0,29.67,1002.1,10.0,43.333333333333336
35.0,8.53,250.0,6.0,29.63,1001.1,10.0,41.666666666666664
53.0,16.53,250.0,5.0,29.75,1005.2,10.0,42.22222222222222
57.0,19.61,270.0,11.0,29.7,1003.3,10.0,41.666666666666664
61.0,22.59,260.0,11.0,29.77,1005.8,10.0,41.666666666666664
60.0,23.97,250.0,14.0,29.79,1006.4,10.0,40.0
55.0,18.25,250.0,3.0,29.71,1003.9,10.0,41.666666666666664
54.0,16.56,230.0,8.0,29.69,1003.0,10.0,42.77777777777778
55.0,18.84,300.0,11.0,29.63,1001.1,10.0,41.111111111111114
62.0,26.53,240.0,9.0,29.72,1004.2,10.0,39.44444444444444
57.0,19.09,240.0,4.0,29.75,1005.2,10.0,42.22222222222222
51.0,14.08,30.0,7.0,29.74,1004.6,10.0,43.888888888888886
56.0,20.61,100.0,16.0,29.76,1005.4,10.0,40.0
56.0,21.9,130.0,13.0,29.82,1007.4,10.0,38.888888888888886
63.0,37.02,180.0,12.0,29.84,1008.4,10.0,33.888888888888886
62.0,29.89,220.0,7.0,29.62,1000.9,10.0,37.22222222222222
51.8,19.76,200.0,13.0,29.6,1000.9,10.0,38.0
36.0,11.58,250.0,12.0,29.6,1000.1,10.0,36.666666666666664
54.0,22.34,340.0,10.0,29.81,1007.3,10.0,37.22222222222222
42.0,12.7,0.0,0.0,29.72,1004.2,10.0,39.44444444444444
35.6,8.58,270.0,8.0,29.75,1004.2,10.0,42.0
43.0,10.69,120.0,9.0,29.81,1007.0,10.0,43.333333333333336
44.0,11.8,130.0,6.0,29.77,1005.7,10.0,42.22222222222222
46.0,13.07,160.0,5.0,29.74,1004.7,10.0,41.666666666666664
49.0,15.44,290.0,9.0,29.58,999.3,10.0,40.55555555555556
36.0,10.27,200.0,6.0,29.75,1005.1,10.0,38.888888888888886
47.0,15.28,200.0,10.0,29.71,1003.9,10.0,39.44444444444444
36.0,11.98,260.0,13.0,29.66,1002.2,10.0,36.111111111111114
35.6,13.25,180.0,7.0,29.93,1002.2,10.0,34.0
30.0,9.12,170.0,7.0,29.94,1011.8,10.0,36.666666666666664
26.6,7.8,300.0,3.0,29.87,1011.8,10.0,37.0
21.0,4.94,300.0,7.0,29.8,1006.9,10.0,41.111111111111114
33.0,8.91,300.0,4.0,29.81,1007.3,10.0,39.44444444444444
46.0,14.77,0.0,0.0,29.85,1008.7,10.0,39.44444444444444
43.0,12.0,270.0,11.0,29.77,1005.9,10.0,41.111111111111114
35.0,8.81,270.0,4.0,29.74,1004.7,10.0,41.111111111111114
28.0,6.26,10.0,4.0,29.76,1005.5,10.0,42.22222222222222
45.0,11.84,60.0,7.0,29.65,1001.8,10.0,42.77777777777778
44.0,12.12,0.0,0.0,29.62,1000.8,10.0,41.666666666666664
38.0,10.47,280.0,7.0,29.56,998.8,10.0,40.0
62.0,30.72,210.0,11.0,29.55,998.6,10.0,36.666666666666664
54.0,25.22,220.0,12.0,29.54,998.4,10.0,35.0
42.0,14.31,0.0,0.0,29.9,1010.4,10.0,37.22222222222222
42.8,12.64,160.0,7.0,29.8,1010.4,10.0,40.0
49.0,15.44,130.0,11.0,29.87,1009.1,10.0,40.55555555555556
43.0,12.33,150.0,5.0,29.74,1005.0,10.0,40.55555555555556
42.0,12.3,150.0,4.0,29.74,1005.0,10.0,40.0
43.0,13.15,280.0,6.0,29.66,1002.2,10.0,39.44444444444444
43.0,12.33,320.0,5.0,29.69,1003.3,10.0,40.55555555555556
41.0,12.18,330.0,6.0,29.69,1003.3,10.0,39.44444444444444
52.0,19.57,280.0,12.0,29.85,1008.7,10.0,38.333333333333336
48.0,18.43,280.0,6.0,29.87,1009.6,10.0,36.666666666666664
46.4,18.02,270.0,3.0,29.84,1009.6,10.0,36.0
58.0,38.61,150.0,11.0,29.9,1010.9,10.0,30.0
52.0,29.2,200.0,11.0,29.93,1011.9,10.0,31.11111111111111
47.0,24.9,260.0,9.0,29.97,1013.4,10.0,30.555555555555557
32.0,14.4,280.0,7.0,30.01,1014.7,10.0,30.0
31.0,12.16,280.0,3.0,29.97,1013.3,10.0,32.22222222222222
35.0,13.87,210.0,4.0,29.86,1009.2,10.0,32.77777777777778
37.0,14.59,0.0,0.0,29.85,1009.1,10.0,33.333333333333336
37.0,13.72,310.0,3.0,29.9,1010.8,10.0,34.44444444444444
38.0,12.52,50.0,10.0,29.96,1012.6,10.0,36.666666666666664
31.0,9.21,80.0,11.0,29.98,1013.2,10.0,37.22222222222222
34.0,12.15,110.0,3.0,29.94,1012.0,10.0,34.44444444444444
45.0,20.39,180.0,5.0,29.92,1011.2,10.0,32.77777777777778
53.0,29.37,180.0,6.0,29.9,1010.6,10.0,31.666666666666668
51.0,29.07,240.0,4.0,29.85,1009.0,10.0,30.555555555555557
47.0,24.9,200.0,10.0,29.78,1006.9,10.0,30.555555555555557
47.0,30.33,200.0,9.0,29.8,1007.4,10.0,27.22222222222222
52.0,50.89,330.0,7.0,29.95,1013.1,10.0,21.666666666666668
46.0,38.12,220.0,5.0,29.93,1012.4,10.0,22.77777777777778
47.0,34.55,200.0,3.0,29.98,1014.0,10.0,25.0
45.0,28.98,200.0,3.0,29.95,1012.8,10.0,26.666666666666668
44.0,29.89,0.0,0.0,29.94,1012.5,10.0,25.555555555555557
42.8,26.22,270.0,7.0,29.75,1012.5,10.0,26.999999999999996
29.0,14.44,360.0,8.0,30.02,1015.4,10.0,27.77777777777778
33.0,12.46,130.0,8.0,30.03,1015.4,10.0,33.333333333333336
34.0,12.49,160.0,3.0,29.93,1011.7,10.0,33.888888888888886
35.0,15.28,290.0,8.0,29.92,1011.5,10.0,31.11111111111111
39.0,23.05,290.0,14.0,29.9,1011.3,10.0,26.666666666666668
29.0,13.16,300.0,5.0,30.08,1017.2,10.0,29.444444444444443
23.0,9.33,60.0,8.0,30.08,1017.0,10.0,31.11111111111111
30.0,11.01,120.0,3.0,30.06,1016.3,10.0,33.333333333333336
30.0,12.06,320.0,3.0,30.06,1016.3,10.0,31.666666666666668
28.0,11.51,60.0,3.0,29.95,1012.5,10.0,31.11111111111111
26.0,11.29,60.0,3.0,29.98,1013.9,10.0,30.0
29.0,13.55,60.0,3.0,29.95,1012.8,10.0,28.88888888888889
28.9,14.92,0.0,0.0,29.94,1012.7,10.0,27.22222222222222
43.0,31.74,270.0,12.0,29.76,1006.6,10.0,23.88888888888889
17.0,13.1,270.0,4.0,29.86,1010.4,10.0,21.11111111111111
16.0,11.69,320.0,10.0,30.06,1017.0,10.0,22.22222222222222
18.0,13.62,320.0,4.0,30.21,1022.1,10.0,21.11111111111111
14.0,9.67,240.0,6.0,30.02,1015.3,10.0,23.88888888888889
16.0,11.69,230.0,6.0,29.88,1010.9,10.0,22.22222222222222
31.0,19.73,250.0,7.0,29.89,1011.2,10.0,23.88888888888889
31.0,18.47,200.0,5.0,29.92,1012.0,10.0,25.0
31.0,18.47,200.0,5.0,30.09,1017.8,10.0,25.0
15.8,8.7,0.0,0.0,29.98,1017.8,10.0,26.999999999999996
25.0,15.0,0.0,0.0,29.88,1010.9,10.0,24.444444444444443
28.0,18.19,10.0,4.0,29.87,1010.5,10.0,23.333333333333332
46.0,40.76,200.0,10.0,29.88,1010.9,10.0,21.666666666666668
48.0,52.22,270.0,10.0,29.9,1011.6,10.0,18.88888888888889
26.0,26.22,190.0,5.0,29.96,1014.0,10.0,16.11111111111111
34.0,34.83,330.0,6.0,29.85,1010.2,10.0,16.666666666666668
19.0,18.19,360.0,8.0,30.1,1018.5,10.0,17.22222222222222
-0.4,6.79,240.0,5.0,30.09,1018.5,10.0,19.0
5.0,7.9,240.0,5.0,29.86,1010.4,10.0,20.555555555555557
8.0,10.81,260.0,3.0,29.81,1009.0,10.0,17.77777777777778
17.0,21.47,270.0,13.0,29.84,1010.1,10.0,13.333333333333334
10.0,13.16,270.0,4.0,30.31,1026.1,10.0,16.11111111111111
9.0,8.84,270.0,4.0,30.04,1016.4,10.0,21.666666666666668
11.0,8.2,270.0,4.0,30.02,1015.6,10.0,24.444444444444443
16.0,10.96,30.0,3.0,29.97,1014.0,10.0,23.333333333333332
14.0,10.72,30.0,3.0,30.0,1015.1,10.0,22.22222222222222
19.9,12.12,250.0,3.0,30.06,1017.0,10.0,24.444444444444443
20.0,11.7,230.0,3.0,30.06,1016.8,10.0,25.0
25.0,15.0,260.0,6.0,30.1,1018.4,10.0,24.444444444444443
17.1,9.36,110.0,8.0,30.08,1017.6,10.0,26.666666666666668
19.9,12.49,0.0,0.0,30.0,1014.8,10.0,23.88888888888889
20.0,13.36,310.0,5.0,30.0,1015.1,10.0,22.77777777777778
31.0,19.73,310.0,5.0,30.03,1015.8,10.0,23.88888888888889
30.0,17.18,310.0,5.0,30.1,1018.1,10.0,25.555555555555557
26.0,13.29,310.0,5.0,29.93,1012.4,10.0,27.22222222222222
29.0,16.44,330.0,4.0,29.93,1012.1,10.0,25.555555555555557
30.9,22.5,0.0,0.0,29.83,1009.3,10.0,21.666666666666668
42.0,40.39,210.0,3.0,29.8,1008.4,10.0,19.444444444444443
46.0,57.84,110.0,4.0,30.0,1015.1,10.0,16.11111111111111
44.0,41.98,110.0,4.0,30.0,1014.8,10.0,20.0
43.0,31.74,170.0,4.0,29.85,1009.5,10.0,23.88888888888889
41.0,33.61,160.0,4.0,29.85,1009.6,10.0,21.666666666666668
43.0,40.28,160.0,4.0,29.85,1009.7,10.0,20.0
40.0,30.14,180.0,6.0,29.84,1009.5,10.0,22.77777777777778
50.0,56.23,260.0,13.0,29.87,1010.6,9.0,18.88888888888889
42.0,40.39,280.0,4.0,30.11,1018.8,10.0,19.444444444444443
30.9,19.73,100.0,11.0,30.0,1014.9,10.0,23.88888888888889
34.0,29.39,90.0,6.0,30.0,1015.1,10.0,19.444444444444443
40.0,39.79,240.0,7.0,29.99,1014.7,10.0,18.333333333333332
30.0,26.84,240.0,3.0,29.94,1013.3,10.0,18.333333333333332
32.0,32.17,290.0,4.0,29.94,1013.2,10.0,16.666666666666668
46.0,80.1,190.0,6.0,29.59,1001.4,10.0,11.11111111111111
8.0,20.12,290.0,19.0,30.02,1016.4,10.0,8.333333333333334
5.0,16.81,110.0,3.0,30.26,1024.8,10.0,8.88888888888889
14.0,19.41,0.0,0.0,30.08,1018.5,10.0,12.777777777777779
26.0,29.25,270.0,4.0,30.01,1015.9,10.0,14.444444444444445
32.0,37.28,240.0,6.0,30.15,1020.6,10.0,14.444444444444445
27.0,27.21,0.0,0.0,30.18,1021.7,10.0,16.11111111111111
21.0,19.06,310.0,4.0,30.1,1018.7,10.0,17.77777777777778
25.0,21.81,0.0,0.0,29.89,1011.5,10.0,18.333333333333332
26.0,25.24,200.0,5.0,29.84,1009.8,10.0,16.666666666666668
29.0,28.41,0.0,0.0,29.87,1010.8,10.0,16.666666666666668
41.0,45.91,260.0,7.0,30.05,1016.9,10.0,16.666666666666668
20.0,18.2,0.0,0.0,30.13,1019.8,10.0,17.77777777777778
24.0,18.89,260.0,5.0,30.18,1021.3,10.0,20.0
22.0,15.54,0.0,0.0,30.14,1019.8,10.0,21.666666666666668
30.0,20.33,260.0,5.0,30.08,1017.7,10.0,22.77777777777778
26.0,16.76,310.0,3.0,30.06,1016.8,10.0,23.333333333333332
25.0,17.14,300.0,8.0,30.04,1016.3,10.0,22.22222222222222
35.0,24.9,210.0,3.0,29.9,1011.4,10.0,22.77777777777778
36.0,25.03,0.0,0.0,29.91,1011.7,10.0,23.333333333333332
